150,when the party’s over,"Don't you know I'm no good for you? I've learned to lose you, can't afford to Tore my shirt to stop you bleedin' But nothin' ever stops you leavin'  Quiet when I'm coming home and I'm on my own I could lie, say I like it like that, like it like that I could lie, say I like it like that, like it like that  Don't you know too much already? I'll only hurt you if you let me Call me friend, but keep me closer (Call me back) And I'll call you when the party's over  Quiet when I'm coming home and I'm on my own And I could lie, say I like it like that, like it like that Yeah, I could lie, say I like it like that, like it like that  But nothin' is better sometimes Once we've both said our goodbyes Let's just let it go Let me let you go You might also like Quiet when I'm coming home and I'm on my own I could lie, say I like it like that, like it like that I could lie, say I like it like that, like it like that464Embed",Billie Eilish,https://images.genius.com/a469c6e6d7363c50b051b94df17b2d8e.1000x1000x1.png
151,Happier Than Ever,"When I'm away from you I'm happier than ever Wish I could explain it better I wish it wasn't true  Give me a day or two to think of something clever To write myself a letter To tell me what to do, mm-mm Do you read my interviews? Or do you skip my avenue? When you said you were passin' through Was I even on your way? I knew when I asked you to (When I asked you to) Be cool about what I was tellin' you You'd do the opposite of what you said you'd do (What you said you'd do) And I'd end up more afraid Don't say it isn't fair You clearly werеn't aware that you made me misеrable So if you really wanna know  When I'm away from you (When I'm away from you) I'm happier than ever (Happier than ever) Wish I could explain it better (Wish I could explain it better) I wish it wasn't true, mm-mm You might also like You call me again, drunk in your Benz Drivin' home under the influence You scared me to death, but I'm wastin' my breath 'Cause you only listen to your fuckin' friends I don't relate to you I don't relate to you, no 'Cause I'd never treat me this shitty You made me hate this city  And I don't talk shit about you on the internet Never told anyone anything bad 'Cause that shit's embarrassing, you were my everything And all that you did was make me fuckin' sad So don't waste the time I don't have And don't try to make me feel bad I could talk about every time that you showed up on time But I'd have an empty line 'cause you never did Never paid any mind to my mother or friends, so I Shut 'em all out for you 'cause I was a kid  You ruined everything good Always said you were misunderstood Made all my moments your own Just fuckin' leave me alone, yeah (Fuck you) (Ah) (Goddamn) (Ah) (Fuck you) (Fuck you)316Embed",Billie Eilish,https://images.genius.com/b826bffa6a542a466c2143f4702b9f25.1000x1000x1.png
152,bad guy,"White shirt now red, my bloody nose Sleepin', you're on your tippy toes Creepin' around like no one knows Think you're so criminal Bruises on both my knees for you Don't say thank you or please I do what I want when I'm wanting to My soul? So cynical  So you're a tough guy Like it really rough guy Just can't get enough guy Chest always so puffed guy I'm that bad type Make your mama sad type Make your girlfriend mad tight Might seduce your dad type I'm the bad guy Duh  I'm the bad guy  I like it when you take control Even if you know that you don't Own me, I'll let you play the role I'll be your animal My mommy likes to sing along with me But she won't sing this song If she reads all the lyrics She'll pity the men I know You might also like So you're a tough guy Like it really rough guy Just can't get enough guy Chest always so puffed guy I'm that bad type Make your mama sad type Make your girlfriend mad tight Might seduce your dad type I'm the bad guy Duh  I'm the bad guy, duh I'm only good at bein' bad, bad  I like when you get mad I guess I'm pretty glad that you're alone You said she's scared of me? I mean, I don't see what she sees But maybe it's 'cause I'm wearing your cologne  I'm a bad guy I'm, I'm a bad guy Bad guy, bad guy I'm a bad345Embed",Billie Eilish,https://images.genius.com/340ad5b2b1163aa2333a8efc0815b84f.1000x1000x1.jpg
153,everything i wanted,"I had a dream I got everything I wanted Not what you'd think And if I'm bein' honest It might've been a nightmare To anyone who might care Thought I could fly (Fly) So I stepped off the Golden, mm Nobody cried (Cried, cried, cried, cried) Nobody even noticed I saw them standing right there Kinda thought they might care (Might care, might care)  I had a dream I got everything I wanted But when I wake up, I see You with me  And you say, ""As long as I'm here, no one can hurt you Don't wanna lie here, but you can learn to If I could change the way that you see yourself You wouldn't wonder why you hear 'They don't deserve you'"" You might also like I tried to scream But my head was underwater They called me weak Like I'm not just somebody's daughter Coulda been a nightmare But it felt like they were right there And it feels like yesterday was a year ago But I don't wanna let anybody know 'Cause everybody wants something from me now And I don't wanna let 'em down  I had a dream I got everything I wanted But when I wake up, I see You with me  And you say, ""As long as I'm here, no one can hurt you Don't wanna lie here, but you can learn to If I could change the way that you see yourself You wouldn't wonder why you hear 'They don't deserve you'""  If I knew it all then, would I do it again? Would I do it again? If they knew what they said would go straight to my head What would they say instead? If I knew it all then, would I do it again? Would I do it again? If they knew what they said would go straight to my head What would they say instead?304Embed",Billie Eilish,https://images.genius.com/b87c125b9e8092519871a5fb56c1d78c.1000x1000x1.png
154,idontwannabeyouanymore,"Don't be that way Fall apart twice a day I just wish you could feel what you say Show, never tell But I know you too well Got a mood that you wish you could sell  If teardrops could be bottled There'd be swimming pools filled by models Told, ""A tight dress is what makes you a whore"" If ""I love you"" was a promise Would you break it, if you're honest? Tell the mirror what you know she's heard before I don't wanna be you Anymore  Hands getting cold Losing feeling is getting old Was I made from a broken mold? Hurt, I can't shake We've made every mistake Only you know the way that I break You might also like If teardrops could be bottled There'd be swimming pools filled by models Told, ""A tight dress is what makes you a whore"" If ""I love you"" was a promise Would you break it, if you're honest? Tell the mirror what you know she's heard before I don't wanna be you I don't wanna be you I don't wanna be you Anymore298Embed",Billie Eilish,https://images.genius.com/f8060b167e7c071e6d56d6e99eae89c4.1000x1000x1.jpg
155,bury a friend,"Billie  What do you want from me? Why don't you run from me? What are you wondering? What do you know? Why aren't you scared of me? Why do you care for me? When we all fall asleep, where do we go?  Come here Say it, spit it out, what is it exactly You're payin'? Is the amount cleanin' you out? Am I satisfactory? Today, I'm thinkin' about the things that are deadly The way I'm drinkin' you down Like I wanna drown, like I wanna end me  Step on the glass, staple your tongue (Ahh) Bury a friend, try to wake up (Ah-ahh) Cannibal class, killing the son (Ahh) Bury a friend, I wanna end me  I wanna end me I wanna, I wanna, I wanna… end me I wanna, I wanna, I wanna… You might also like What do you want from me? Why don't you run from me? What are you wondering? What do you know? Why aren't you scared of me? Why do you care for me? When we all fall asleep, where do we go?  Listen Keep you in the dark, what had you expected? Me to make you my art and make you a star And get you connected? I'll meet you in the park, I'll be calm and collected But we knew right from the start that you'd fall apart 'Cause I'm too expensive It's probably somethin' that shouldn't be said out loud Honestly, I thought that I would be dead by now (Wow) Calling security, keepin' my head held down Bury the hatchet or bury a friend right now  The debt I owe, gotta sell my soul 'Cause I can't say no, no, I can't say no Then my limbs all froze and my eyes won't close And I can't say no, I can't say no Careful Step on the glass, staple your tongue (Ahh) Bury a friend, try to wake up (Ah-ahh) Cannibal class, killing the son (Ahh) Bury a friend, I wanna end me I wanna end me I wanna, I wanna, I wanna… end me I wanna, I wanna, I wanna…  What do you want from me? Why don't you run from me? What are you wondering? What do you know? Why aren't you scared of me? Why do you care for me? When we all fall asleep, where do we go?319Embed",Billie Eilish,https://images.genius.com/e8ce8fb738270059e1aa510ad2c1cead.482x482x1.jpg
156,i love you,"It's not true Tell me I’ve been lied to Crying isn't like you, ooh What the hell did I do? Never been the type to Let someone see right through, ooh  Maybe won't you take it back? Say you were tryna make me laugh And nothing has to change today You didn’t mean to say ""I love you"" I love you and I don't want to, ooh  Up all night on another red-eye I wish we never learned to fly Maybe we should just try To tell ourselves a good lie Didn't mean to make you cry  Maybe won't you take it back? Say you were tryna make me laugh And nothing has to change today You didn't mean to say ""I love you"" I love you and I don't want to, ooh You might also like The smile that you gave me Even when you felt like dying  We fall apart as it gets dark I'm in your arms in Central Park There's nothing you could do or say I can’t escape the way I love you I don’t want to, but I love you, ooh Ooh, ooh Ooh, ooh254Embed",Billie Eilish,https://images.genius.com/e8ce8fb738270059e1aa510ad2c1cead.482x482x1.jpg
157,Your Power,"Try not to abuse your power I know we didn't choose to change You might not wanna lose your power But havin' it's so strange  She said you were a hero You played the part But you ruined her in a year Don't act like it was hard And you swear you didn't know (Didn't know) No wonder why you didn't ask She was sleepin' in your clothes (In your clothes) But now she's got to get to class  How dare you? And how could you? Will you only feel bad when they find out? If you could take it all back Would you?  Try not to abuse your power I know we didn't choose to change You might not wanna lose your power But havin' it's so strange You might also like I thought that I was special You made me feel Like it was my fault, you were the devil Lost your appeal Does it keep you in control? (In control) For you to keep her in a cage? And you swear you didn't know (Didn't know) You said you thought she was your age  How dare you? And how could you? Will you only feel bad if it turns out That they kill your contract? Would you?  Try not to abuse your power I know we didn't choose to change You might not wanna lose your power But power isn't pain Mmm Ooh La-la-la-la-la, hmm La-la-la-la-la-la, la-la245Embed",Billie Eilish,https://images.genius.com/b826bffa6a542a466c2143f4702b9f25.1000x1000x1.png
158,wish you were gay,"""Baby, I don't feel so good,"" six words you never understood ""I'll never let you go,"" five words you'll never say (Aww) I laugh along like nothing's wrong, four days has never felt so long If three's a crowd and two was us, one slipped away (Hahahahahahahaha)  I just wanna make you feel okay But all you do is look the other way I can't tell you how much I wish I didn't wanna stay I just kinda wish you were gay  Is there a reason we're not through? Is there a 12 step just for you? Our conversation's all in blue 11 ""heys"" (Hey, hey, hey, hey) Ten fingers tearin' out my hair Nine times you never made it there I ate alone at 7, you were six minutes away (Yay)  How am I supposed to make you feel okay When all you do is walk the other way? I can't tell you how much I wish I didn't wanna stay I just kinda wish you were gay You might also like To spare my pride To give your lack of interest an explanation Don't say I'm not your type Just say that I'm not your preferred sexual orientation I'm so selfish But you make me feel helpless, yeah And I can't stand another day Stand another day  I just wanna make you feel okay But all you do is look the other way, hmm I can't tell you how much I wish I didn't wanna stay I just kinda wish you were gay I just kinda wish you were gay I just kinda wish you were gay274Embed",Billie Eilish,https://images.genius.com/e8ce8fb738270059e1aa510ad2c1cead.482x482x1.jpg
159,No Time To Die,"I should have known I'd leave alone Just goes to show That the blood you bleed is just the blood you owe We were a pair But I saw you there Too much to bear You were my life, but life is far away from fair Was I stupid to love you? Was I reckless to help? Was it obvious to everybody else?  That I'd fallen for a lie You were never on my side Fool me once, fool me twice Are you death or paradise? Now you'll never see me cry There's just no time to die  I let it burn You're no longer my concern, mmm Faces from my past return Another lesson yet to learn You might also like That I'd fallen for a lie You were never on my side Fool me once, fool me twice Are you death or paradise? Now you'll never see me cry There's just no time to die  No time to die, mmm No time to die, ooh  Fool me once, fool me twice Are you death or paradise? Now you'll never see me cry There's just no time to die228Embed",Billie Eilish,https://images.genius.com/23bf906ce28536507e1364ff7b1d5b74.1000x1000x1.jpg
